NAME,LNG,LAT,ADDRESS,ADDRESS2,CITY,STATE,Zipcode,Hospitals_near,TYPE,STATUS,NAICS_DESC,ALT_NAME,OWNER,TTL_STAFF,BEDS,TRAUMA
GOLDWATER SPECIALTY HOSPITAL,-73.95628184899994,40.754835748000055,1 MAIN STREET ROOSEVELT ISLAND,NOT AVAILABLE,NEW YORK,NY,10044.0,149.0,GENERAL ACUTE CARE,CLOSED,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - LOCAL,-999.0,1000.0,NOT AVAILABLE
FLUSHING HOSPITAL MEDICAL CENTER,-73.81646551799997,40.755409923000045,45 TH AVE & PARSONS BLVD,NOT AVAILABLE,FLUSHING,NY,11355.0,143.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,293.0,NOT AVAILABLE
QUEENS HOSPITAL CENTER,-73.80455619199995,40.717072213000044,82-68 164TH ST,NOT AVAILABLE,JAMAICA,NY,11432.0,136.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - LOCAL,-999.0,247.0,NOT AVAILABLE
ELMHURST HOSPITAL CENTER,-73.88607966499995,40.744827363000056,79-01 BRDWAY,NOT AVAILABLE,ELMHURST,NY,11373.0,146.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - LOCAL,-999.0,551.0,REGIONAL
JAMAICA HOSPITAL MEDICAL CENTER,-73.81611489199997,40.70010364700005,8900 VAN WYCK EXPRESSWAY,NOT AVAILABLE,JAMAICA,NY,11414.0,135.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,408.0,I
ST. JOHN'S EPISCOPAL HOSPITAL-SOUTH SHORE,-73.75355061599998,40.598707984000036,327 BEACH 19TH ST,NOT AVAILABLE,FAR ROCKAWAY,NY,11691.0,109.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,241.0,NOT AVAILABLE
MEMORIAL HOSPITAL OF CARBONDALE,-89.22059253099998,37.72744554900004,405 W JACKSON,NOT AVAILABLE,CARBONDALE,IL,62901.0,6.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,159.0,NOT AVAILABLE
IROQUOIS MEMORIAL HOSPITAL,-87.73251748099995,40.76560188700005,200 FAIRMAN STREET,NOT AVAILABLE,WATSEKA,IL,60970.0,1.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,84.0,NOT AVAILABLE
HOOPESTON COMMUNITY MEMORIAL HOSPITAL,-87.65973327099992,40.458689892000045,701 EAST ORANGE STREET,NOT AVAILABLE,HOOPESTON,IL,60942.0,4.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,99.0,NOT AVAILABLE
TRIGG COUNTY HOSPITAL INC.,-87.82153878199999,36.86634023200002,254 MAIN STREET,NOT AVAILABLE,CADIZ,KY,42211.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - LOCAL,-999.0,25.0,NOT AVAILABLE
METHODIST HOSPITAL UNION COUNTY,-87.94765597999998,37.62879646100002,4604 U.S. HWY. 60W,NOT AVAILABLE,MORGANFIELD,KY,42437.0,1.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
PRESENCE UNITED SAMARITANS MEDCTR-LOGAN,-87.64543324399993,40.137832453000044,812 N LOGAN,NOT AVAILABLE,DANVILLE,IL,61832.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,127.0,NOT AVAILABLE
VETERANS AFFAIRS ILLIANA HEALTH CARE SYSTEM,-87.58695313099994,40.123271713000044,1900 E. MAIN,NOT AVAILABLE,DANVILLE,IL,61832.0,3.0,MILITARY,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999.0,221.0,NOT AVAILABLE
GREENVIEW REGIONAL HOSPITAL,-86.43597977199995,36.96503761600007,1801 ASHLEY CIRCLE,NOT AVAILABLE,BOWLING GREEN,KY,42102.0,5.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,PROPRIETARY,-999.0,211.0,NOT AVAILABLE
RIVENDELL BEHAVIORAL HEALTH SERVICES,-86.38313695399994,36.99707200800004,1035 PORTER PIKE RD,NOT AVAILABLE,BOWLING GREEN,KY,42103.0,5.0,PSYCHIATRIC,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,PROPRIETARY,-999.0,125.0,NOT AVAILABLE
SOUTHERN KENTUCKY REHABILITATION HOSPITAL,-86.44648888999996,36.95703881300005,1300 CAMPBELL LANE,NOT AVAILABLE,BOWLING GREEN,KY,42104.0,5.0,REHABILITATION,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,PROPRIETARY,-999.0,60.0,NOT AVAILABLE
THE MEDICAL CENTER AT BOWLING GREEN,-86.42975938,36.99597150500005,250 PARK STREET,NOT AVAILABLE,BOWLING GREEN,KY,42101.0,5.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,337.0,NOT AVAILABLE
FOREST HILLS HOSPITAL,-73.85150670699994,40.72899467000007,102-01 66 ROAD,NOT AVAILABLE,FOREST HILLS,NY,11375.0,144.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,LONG ISLAND JEWISH FOREST HILLS,NON-PROFIT,-999.0,222.0,NOT AVAILABLE
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,-73.94237898399997,40.699522667000046,760 BROADWAY,NOT AVAILABLE,BROOKLYN,NY,11206.0,148.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - LOCAL,-999.0,388.0,NOT AVAILABLE
NEW YORK HOSPITAL QUEENS,-73.82541638299993,40.74677227600006,56 45 MAIN ST,NOT AVAILABLE,FLUSHING,NY,11355.0,141.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,519.0,I
RICHMOND UNIVERSITY MEDICAL CENTER - MAIN CAMPUS,-74.10593780299997,40.635902407000046,355 BARD AVE,NOT AVAILABLE,STATEN ISLAND,NY,10301.0,147.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,448.0,REGIONAL
STATEN ISLAND UNIVERSITY HOSPITAL - NORTH,-74.08621988599998,40.58498461300007,475 SEAVIEW AVENUE,NOT AVAILABLE,STATEN ISLAND,NY,10305.0,135.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,508.0,REGIONAL
MILLARD FILLMORE SUBURBAN HOSPITAL,-78.73023829099995,42.99403948300005,1540 MAPLE RD,NOT AVAILABLE,WILLIAMSVILLE,NY,14209.0,18.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,265.0,NOT AVAILABLE
ALBANY MEMORIAL HOSPITAL,-73.74867499899995,42.674183365000026,600 NORTHERN BLVD,NOT AVAILABLE,ALBANY,NY,12204.0,13.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,165.0,NOT AVAILABLE
BELLEVUE HOSPITAL CENTER,-73.97538174599998,40.739320095000046,462 FIRST AVENUE,NOT AVAILABLE,NEW YORK,NY,10016.0,147.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - LOCAL,-999.0,912.0,I
WEST BRANCH REGIONAL MEDICAL CENTER,-84.24430076099996,44.26380231000007,2463 SOUTH M-30,NOT AVAILABLE,WEST BRANCH,MI,48661.0,2.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - LOCAL,-999.0,88.0,NOT AVAILABLE
BRONX-LEBANON HOSPITAL CENTER - CONCOURSE DIVISION,-73.91114694499998,40.84349255000005,1650 GRAND CONCOURSE,NOT AVAILABLE,BRONX,NY,10457.0,145.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,415.0,NOT AVAILABLE
ELLIS HOSPITAL,-73.91731809099997,42.81985761600002,1101 NOTT STREET,NOT AVAILABLE,SCHENECTADY,NY,12308.0,17.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,368.0,NOT AVAILABLE
GLEN COVE HOSPITAL,-73.62238566599996,40.87100139700004,101 ST ANDREWS LANE,NOT AVAILABLE,GLEN COVE,NY,11542.0,115.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,247.0,NOT AVAILABLE
KINGSBROOK JEWISH MEDICAL CENTER,-73.93354530799998,40.65944045100007,585 SCHENECTADY AVENUE,NOT AVAILABLE,BROOKLYN,NY,11203.0,142.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,303.0,NOT AVAILABLE
LENOX HILL HEALTHPLEX,-74.00074456599998,40.73773991300004,30 SEVENTH AVENUE,NOT AVAILABLE,NEW YORK,NY,10011.0,146.0,GENERAL ACUTE CARE,CLOSED,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NOT AVAILABLE,-999.0,-999.0,NOT AVAILABLE
LONG ISLAND JEWISH MEDICAL CENTER,-73.70810636,40.754343275000046,270-05 76TH AVE,NOT AVAILABLE,NEW HYDE PARK,NY,11040.0,124.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,1025.0,NOT AVAILABLE
MERCY HOSPITAL - MERCY HOSPITAL ORCHARD PARK DIVISION,-78.77257278799992,42.78054509300006,3669 SOUTHWESTERN BLVD,NOT AVAILABLE,ORCHARD PARK,NY,14127.0,16.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,-999.0,NOT AVAILABLE
EPHRAIM MCDOWELL FORT LOGAN HOSPITAL,-84.65303655899999,37.542794320000034,110 METKER TRAIL,NOT AVAILABLE,STANFORD,KY,40484.0,7.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
WHITESBURG ARH HOSPITAL,-82.81252179299997,37.112927221000064,240 HOSPITAL ROAD,NOT AVAILABLE,WHITESBURG,KY,41858.0,5.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,90.0,NOT AVAILABLE
"MOHAWK VALLEY HEART INSTITUTE, INC",-75.26660170599996,43.081490457000015,2209 GENESEE STREET,NOT AVAILABLE,UTICA,NY,13501.0,7.0,SPECIAL,OPEN,"HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)",NOT AVAILABLE,NOT AVAILABLE,-999.0,-999.0,NOT AVAILABLE
MONTEFIORE MOUNT VERNON HOSPITAL,-73.84056200299993,40.912898359000046,12 NORTH 7TH AVENUE,NOT AVAILABLE,MOUNT VERNON,NY,10550.0,141.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,176.0,NOT AVAILABLE
MARY BRECKINRIDGE ARH HOSPITAL,-83.378583855,37.16410597900005,130 KATE IRELAND DRIVE,NOT AVAILABLE,HYDEN,KY,41749.0,3.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES,-88.22850245899998,37.263053189000075,131 HOSPITAL DRIVE,NOT AVAILABLE,SALEM,KY,42078.0,3.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
MONTEFIORE NEW ROCHELLE HOSPITAL,-73.78776260099994,40.91280605900005,16 GUION PLACE,NOT AVAILABLE,NEW ROCHELLE,NY,10802.0,138.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,SOUND SHORE MEDICAL CENTER,NON-PROFIT,-999.0,23.0,NOT AVAILABLE
MOUNT SINAI BETH ISRAEL BROOKLYN,-73.94290123999998,40.618820103000076,3201 KINGS HIGHWAY,NOT AVAILABLE,BROOKLYN,NY,11234.0,137.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,212.0,NOT AVAILABLE
MOUNT SINAI HOSPITAL - MOUNT SINAI HOSPITAL OF QUEENS,-73.92488433999995,40.76829506000008,25-10 30TH AVENUE,NOT AVAILABLE,LONG ISLAND CITY,NY,11102.0,148.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NOT AVAILABLE,-999.0,228.0,NOT AVAILABLE
NEW YORK PRESBYTERIAN HOSPITAL - ALLEN HOSPITAL,-73.91305032599996,40.87327523700003,5141 BROADWAY,NOT AVAILABLE,NEW YORK,NY,10034.0,146.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,196.0,NOT AVAILABLE
NEW YORK PRESBYTERIAN HOSPITAL - WESTCHESTER DIVISION,-73.75390988299995,41.027579511000056,21 BLOOMINGDALE ROAD,NOT AVAILABLE,WHITE PLAINS,NY,10605.0,106.0,PSYCHIATRIC,OPEN,MENTAL HEALTH HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,270.0,NOT AVAILABLE
NEWYORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,-73.89260098799997,41.292464660000064,1980 CROMPOND ROAD,NOT AVAILABLE,CORTLANDT MANOR,NY,10567.0,32.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,128.0,NOT AVAILABLE
NICHOLAS H NOYES MEMORIAL HOSPITAL,-77.69777078399994,42.553025254000026,111 CLARA BARTON STREET,NOT AVAILABLE,DANSVILLE,NY,14437.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,67.0,NOT AVAILABLE
NORTHERN DUTCHESS HOSPITAL,-73.913195827,41.935470038000055,6511 SPRINGBROOK AVENUE,NOT AVAILABLE,RHINEBECK,NY,12572.0,6.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,68.0,NOT AVAILABLE
CROUSE HOSPITAL - COMMONWEALTH DIVISION,-76.10738978799998,43.09843903800003,6010 EAST MALLOY ROAD,NOT AVAILABLE,SYRACUSE,NY,13211.0,6.0,SPECIAL,OPEN,"HOSPITALS, SUBSTANCE ABUSE",NOT AVAILABLE,NON-PROFIT,-999.0,40.0,NOT AVAILABLE
ONEIDA HEALTHCARE,-75.65449006999995,43.07770601400004,321 GENESEE STREET,NOT AVAILABLE,ONEIDA,NY,13421.0,10.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,101.0,NOT AVAILABLE
OSWEGO HOSPITAL - ALVIN L KRAKAU COMM MTL HEALTH CENTER DIV,-76.48991685699998,43.448561999000034,74 BUNNER STREET,NOT AVAILABLE,OSWEGO,NY,13126.0,1.0,PSYCHIATRIC,OPEN,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",NOT AVAILABLE,NON-PROFIT,-999.0,32.0,NOT AVAILABLE
ROCKEFELLER UNIVERSITY HOSPITAL,-73.95462317199997,40.76304744400005,1230 YORK AVENUE,NOT AVAILABLE,NEW YORK,NY,10021.0,148.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - STATE,-999.0,40.0,NOT AVAILABLE
HARLEM HOSPITAL CENTER,-73.93986126099996,40.814264930000036,506 LENOX AVENUE,NOT AVAILABLE,NEW YORK,NY,10037.0,150.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - LOCAL,-999.0,282.0,REGIONAL
HENRY J. CARTER SPECIALTY HOSPITAL,-73.94162385399994,40.80328511000005,1752 PARK AVENUE,NOT AVAILABLE,NEW YORK,NY,10035.0,149.0,LONG TERM CARE,OPEN,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",NOT AVAILABLE,NOT AVAILABLE,-999.0,201.0,NOT AVAILABLE
SBH HEALTH SYSTEM,-73.89136287599996,40.85268900600005,4422 THIRD AVENUE,NOT AVAILABLE,BRONX,NY,10457.0,145.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,461.0,REGIONAL
IRA DAVENPORT MEMORIAL HOSPITAL INC,-77.27890662799997,42.374329200000034,7571 STATE ROUTE 54,NOT AVAILABLE,BATH,NY,14810.0,8.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,35.0,NOT AVAILABLE
JOHN T MATHER MEMORIAL HOSPITAL OF PORT JEFFERSON NEW YORK INC,-73.05439850599998,40.93906740200004,75 NORTH COUNTRY ROAD,NOT AVAILABLE,PORT JEFFERSON,NY,11777.0,15.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,248.0,NOT AVAILABLE
ST. MARY'S HEALTHCARE - AMSTERDAM MEMORIAL CAMPUS,-74.18712292499998,42.95906517400003,4988 STHWY 30,NOT AVAILABLE,AMSTERDAM,NY,12010.0,10.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,10.0,NOT AVAILABLE
ST. PETER'S ADDICTION RECOVERY CENTER,-73.90522460599993,42.69962755100005,3 MERCYCARE LANE,NOT AVAILABLE,GUILDERLAND,NY,12084.0,15.0,REHABILITATION,OPEN,"HOSPITALS, SUBSTANCE ABUSE",NOT AVAILABLE,NON-PROFIT,-999.0,40.0,NOT AVAILABLE
THE BURDETT CARE CENTER,-73.67266607699997,42.73335775100002,2215 BURDETT AVENUE,NOT AVAILABLE,TROY,NY,12180.0,14.0,WOMEN,OPEN,"HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)",NOT AVAILABLE,NON-PROFIT,-999.0,15.0,NOT AVAILABLE
MEMORIAL HOSPITAL ASSOCIATION,-91.11326502499996,40.40799680500003,1454 NORTH COUNTY ROAD 2050,NOT AVAILABLE,CARTHAGE,IL,62321.0,3.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,18.0,NOT AVAILABLE
MORRIS HOSPITAL & HEALTHCARE CENTERS,-88.42675330599997,41.36932590200007,150 W HIGH ST,NOT AVAILABLE,MORRIS,IL,60450.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,89.0,LEVEL II
THOMAS H BOYD MEMORIAL HOSPITAL,-90.41276400799994,39.296802593000045,800 SCHOOL ST,NOT AVAILABLE,CARROLLTON,IL,62016.0,1.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,286.0,NOT AVAILABLE
ADVOCATE EUREKA  HOSPITAL,-89.27158642899998,40.721389861000034,101 S MAJOR ST,NOT AVAILABLE,EUREKA,IL,61530.0,8.0,CRITICAL ACCESS,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,18.0,NOT AVAILABLE
VAN MATRE REHABILITATION HOSPITAL,-88.99715559799999,42.258548542000014,950 S. MULFORD ROAD,NOT AVAILABLE,ROCKFORD,IL,61108.0,9.0,REHABILITATION,OPEN,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",NOT AVAILABLE,PROPRIETARY,-999.0,50.0,NOT AVAILABLE
SWEDISH AMERICAN HOSPITAL,-89.07413953799994,42.265674877000045,1401 EAST STATE STREET,NOT AVAILABLE,ROCKFORD,IL,61104.0,6.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,325.0,LEVEL II
THE UNITY HOSPITAL OF ROCHESTER,-77.705150905,43.192918384000045,1555 LONG POND ROAD,NOT AVAILABLE,ROCHESTER,NY,14626.0,6.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,311.0,NOT AVAILABLE
ROCKFORD MEMORIAL HOSPITAL,-89.09844135099995,42.29842716800003,2400 NORTH ROCKTON AVENUE,NOT AVAILABLE,ROCKFORD,IL,61101.0,5.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,297.0,LEVEL I
HERRIN HOSPITAL,-89.02631326899996,37.80101210000004,201 S 14TH ST,NOT AVAILABLE,HERRIN,IL,62948.0,6.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,114.0,NOT AVAILABLE
HEARTLAND REGIONAL MEDICAL CENTER,-88.99133557899995,37.742843169000004,3333 W DE YOUNG,NOT AVAILABLE,MARION,IL,62959.0,7.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,PROPRIETARY,-999.0,92.0,NOT AVAILABLE
THE UNITY HOSPITAL OF ROCHESTER-ST MARYS CAMPUS,-77.63709974599996,43.14869528400003,89 GENESEE STREET,NOT AVAILABLE,ROCHESTER,NY,14611.0,6.0,PSYCHIATRIC,OPEN,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",NOT AVAILABLE,NON-PROFIT,-999.0,40.0,NOT AVAILABLE
MEDSTAR SAINT MARY'S HOSPITAL,-76.63827028199995,38.30213763400006,25500 POINT LOOKOUT ROAD,NOT AVAILABLE,LEONARDTOWN,MD,20650.0,2.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,95.0,NOT AVAILABLE
MID-HUDSON VALLEY DIVISION OF WESTCHESTER MEDICAL CENTER,-73.92770935299995,41.717838388000075,241 NORTH ROAD,NOT AVAILABLE,POUGHKEEPSIE,NY,12601.0,9.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - LOCAL,-999.0,243.0,AREA
MONTEFIORE MED CENTER - JACK D WEILER HOSP OF A EINSTEIN COLLEGE DIV,-73.84589021899995,40.849889205000075,1825 EASTCHESTER RD,NOT AVAILABLE,BRONX,NY,10461.0,145.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,421.0,NOT AVAILABLE
THE UNIVERSITY OF VERMONT HEALTH NETWORK - CHAMPLAIN VALLEY PHYSICIANS HOSPITAL,-73.46941986499998,44.70044304400003,75 BEEKMAN ST,NOT AVAILABLE,PLATTSBURGH,NY,12901.0,2.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,300.0,AREA
TRI TOWN REGIONAL HEALTHCARE,-75.39546902299999,42.30415469900003,43 PEARL STREET WEST,NOT AVAILABLE,SIDNEY,NY,13838.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,4.0,NOT AVAILABLE
MONTEFIORE MEDICAL CENTER-WAKEFIELD HOSPITAL,-73.86119118899995,40.89369717100002,600 EAST 233RD STREET,NOT AVAILABLE,BRONX,NY,10466.0,147.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,325.0,NOT AVAILABLE
MOUNT SINAI WEST,-73.98740189899995,40.76982060700004,1000 TENTH AVENUE,NOT AVAILABLE,NEW YORK,NY,10019.0,150.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,MOUNT SINAI ROOSEVELT,NON-PROFIT,-999.0,514.0,NOT AVAILABLE
MARION IL VA MEDICAL CENTER,-88.95481599699998,37.72431426800004,2401 WEST MAIN,NOT AVAILABLE,MARION,IL,62959.0,7.0,MILITARY,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999.0,225.0,NOT AVAILABLE
HOLY CROSS HOSPITAL,-77.03573522699999,39.01472214400006,1500 FOREST GLEN ROAD,NOT AVAILABLE,SILVER SPRING,MD,20910.0,48.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,409.0,NOT AVAILABLE
SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,-87.98343597,41.54468733000004,1900 SILVER CROSS BLVD,NOT AVAILABLE,NEW LENOX,IL,60451.0,38.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,289.0,LEVEL II
