NAME,ADDRESS,CITY,STATE,ZIP,TYPE,STATUS,COUNTRY,LATITUDE,LONGITUDE,,,,,,,,,,,,,,,,,,
SBH HEALTH SYSTEM,4422 THIRD AVENUE,BRONX,NY,10457,GENERAL ACUTE CARE,OPEN,USA,40.85268901,-73.89136288,,,,,,,,,,,,,,,,,,
IRA DAVENPORT MEMORIAL HOSPITAL INC,7571 STATE ROUTE 54,BATH,NY,14810,GENERAL ACUTE CARE,OPEN,USA,42.3743292,-77.27890663,,,,,,,,,,,,,,,,,,
JOHN T MATHER MEMORIAL HOSPITAL OF PORT JEFFERSON NEW YORK INC,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,GENERAL ACUTE CARE,OPEN,USA,40.9390674,-73.05439851,,,,,,,,,,,,,,,,,,
ST. MARY'S HEALTHCARE - AMSTERDAM MEMORIAL CAMPUS,4988 STHWY 30,AMSTERDAM,NY,12010,GENERAL ACUTE CARE,OPEN,USA,42.95906517,-74.18712293,,,,,,,,,,,,,,,,,,
ST. PETER'S ADDICTION RECOVERY CENTER,3 MERCYCARE LANE,GUILDERLAND,NY,12084,REHABILITATION,OPEN,USA,42.69962755,-73.90522461,,,,,,,,,,,,,,,,,,
THE BURDETT CARE CENTER,2215 BURDETT AVENUE,TROY,NY,12180,WOMEN,OPEN,USA,42.73335775,-73.67266608,,,,,,,,,,,,,,,,,,
MEMORIAL HOSPITAL ASSOCIATION,1454 NORTH COUNTY ROAD 2050,CARTHAGE,IL,62321,CRITICAL ACCESS,OPEN,USA,40.40799681,-91.11326503,,,,,,,,,,,,,,,,,,
MORRIS HOSPITAL & HEALTHCARE CENTERS,150 W HIGH ST,MORRIS,IL,60450,GENERAL ACUTE CARE,OPEN,USA,41.3693259,-88.42675331,,,,,,,,,,,,,,,,,,
THOMAS H BOYD MEMORIAL HOSPITAL,800 SCHOOL ST,CARROLLTON,IL,62016,CRITICAL ACCESS,OPEN,USA,39.29680259,-90.41276401,,,,,,,,,,,,,,,,,,
ADVOCATE EUREKA  HOSPITAL,101 S MAJOR ST,EUREKA,IL,61530,CRITICAL ACCESS,OPEN,USA,40.72138986,-89.27158643,,,,,,,,,,,,,,,,,,
VAN MATRE REHABILITATION HOSPITAL,950 S. MULFORD ROAD,ROCKFORD,IL,61108,REHABILITATION,OPEN,USA,42.25854854,-88.9971556,,,,,,,,,,,,,,,,,,
SWEDISH AMERICAN HOSPITAL,1401 EAST STATE STREET,ROCKFORD,IL,61104,GENERAL ACUTE CARE,OPEN,USA,42.26567488,-89.07413954,,,,,,,,,,,,,,,,,,
THE UNITY HOSPITAL OF ROCHESTER,1555 LONG POND ROAD,ROCHESTER,NY,14626,GENERAL ACUTE CARE,OPEN,USA,43.19291838,-77.70515091,,,,,,,,,,,,,,,,,,
ROCKFORD MEMORIAL HOSPITAL,2400 NORTH ROCKTON AVENUE,ROCKFORD,IL,61101,GENERAL ACUTE CARE,OPEN,USA,42.29842717,-89.09844135,,,,,,,,,,,,,,,,,,
HERRIN HOSPITAL,201 S 14TH ST,HERRIN,IL,62948,GENERAL ACUTE CARE,OPEN,USA,37.8010121,-89.02631327,,,,,,,,,,,,,,,,,,
HEARTLAND REGIONAL MEDICAL CENTER,3333 W DE YOUNG,MARION,IL,62959,GENERAL ACUTE CARE,OPEN,USA,37.74284317,-88.99133558,,,,,,,,,,,,,,,,,,
THE UNITY HOSPITAL OF ROCHESTER-ST MARYS CAMPUS,89 GENESEE STREET,ROCHESTER,NY,14611,PSYCHIATRIC,OPEN,USA,43.14869528,-77.63709975,,,,,,,,,,,,,,,,,,
MEDSTAR SAINT MARY'S HOSPITAL,25500 POINT LOOKOUT ROAD,LEONARDTOWN,MD,20650,GENERAL ACUTE CARE,OPEN,USA,38.30213763,-76.63827028,,,,,,,,,,,,,,,,,,
MID-HUDSON VALLEY DIVISION OF WESTCHESTER MEDICAL CENTER,241 NORTH ROAD,POUGHKEEPSIE,NY,12601,GENERAL ACUTE CARE,OPEN,USA,41.71783839,-73.92770935,,,,,,,,,,,,,,,,,,
MONTEFIORE MED CENTER - JACK D WEILER HOSP OF A EINSTEIN COLLEGE DIV,1825 EASTCHESTER RD,BRONX,NY,10461,GENERAL ACUTE CARE,OPEN,USA,40.84988921,-73.84589022,,,,,,,,,,,,,,,,,,
THE UNIVERSITY OF VERMONT HEALTH NETWORK - CHAMPLAIN VALLEY PHYSICIANS HOSPITAL,75 BEEKMAN ST,PLATTSBURGH,NY,12901,GENERAL ACUTE CARE,OPEN,USA,44.70044304,-73.46941987,,,,,,,,,,,,,,,,,,
TRI TOWN REGIONAL HEALTHCARE,43 PEARL STREET WEST,SIDNEY,NY,13838,GENERAL ACUTE CARE,OPEN,USA,42.3041547,-75.39546902,,,,,,,,,,,,,,,,,,
MONTEFIORE MEDICAL CENTER-WAKEFIELD HOSPITAL,600 EAST 233RD STREET,BRONX,NY,10466,GENERAL ACUTE CARE,OPEN,USA,40.89369717,-73.86119119,,,,,,,,,,,,,,,,,,
MOUNT SINAI WEST,1000 TENTH AVENUE,NEW YORK,NY,10019,GENERAL ACUTE CARE,OPEN,USA,40.76982061,-73.9874019,,,,,,,,,,,,,,,,,,
MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,MILITARY,OPEN,USA,37.72431427,-88.954816,,,,,,,,,,,,,,,,,,
HOLY CROSS HOSPITAL,1500 FOREST GLEN ROAD,SILVER SPRING,MD,20910,GENERAL ACUTE CARE,OPEN,USA,39.01472214,-77.03573523,,,,,,,,,,,,,,,,,,
SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,1900 SILVER CROSS BLVD,NEW LENOX,IL,60451,GENERAL ACUTE CARE,OPEN,USA,41.54468733,-87.98343597,,,,,,,,,,,,,,,,,,
ADVENTIST BOLINGBROOK HOSPITAL,500 REMINGTON BOULEVARD,BOLINGBROOK,IL,60440,GENERAL ACUTE CARE,OPEN,USA,41.68086496,-88.08465144,,,,,,,,,,,,,,,,,,
FORT WASHINGTON HOSPITAL,11711 LIVINGSTON ROAD,FORT WASHINGTON,MD,20744,GENERAL ACUTE CARE,OPEN,USA,38.72856337,-76.99270169,,,,,,,,,,,,,,,,,,
DEBORAH HEART AND LUNG CENTER,200 TRENTON ROAD,BROWNS MILLS,NJ,8015,SPECIAL,OPEN,USA,39.97725682,-74.58514441,,,,,,,,,,,,,,,,,,
MARLTON REHABILITATION HOSPITAL,92 BRICK ROAD,MARLTON,NJ,8053,REHABILITATION,OPEN,USA,39.88243807,-74.91813873,,,,,,,,,,,,,,,,,,
CGH MEDICAL CENTER,100 EAST LEFEVRE ROAD,STERLING,IL,61081,GENERAL ACUTE CARE,OPEN,USA,41.80220562,-89.69665558,,,,,,,,,,,,,,,,,,
DOCTORS' COMMUNITY HOSPITAL,8118 GOOD LUCK ROAD,LANHAM,MD,20706,GENERAL ACUTE CARE,OPEN,USA,38.98269454,-76.8652504,,,,,,,,,,,,,,,,,,
MOUNT SINAI ST. LUKE'S,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,GENERAL ACUTE CARE,OPEN,USA,40.80492254,-73.96159035,,,,,,,,,,,,,,,,,,
NEW YORK PRESBYTERIAN HOSPITAL - COLUMBIA PRESBYTERIAN CENTER,622 WEST 168TH STREET,NEW YORK,NY,10032,GENERAL ACUTE CARE,OPEN,USA,40.84105288,-73.94068652,,,,,,,,,,,,,,,,,,
NEW YORK PRESBYTERIAN HOSPITAL - NEW YORK WEILL CORNELL CENTER,525 EAST 68TH STREET,NEW YORK,NY,10021,GENERAL ACUTE CARE,OPEN,USA,40.76454994,-73.95433226,,,,,,,,,,,,,,,,,,
UNITED MEMORIAL MEDICAL CENTER NORTH STREET CAMPUS,127 NORTH ST,BATAVIA,NY,14020,GENERAL ACUTE CARE,OPEN,USA,43.00506087,-78.17663186,,,,,,,,,,,,,,,,,,
UNIVERSITY HOSPITAL OF BROOKLYN,445 LENOX ROAD,BROOKLYN,NY,11203,GENERAL ACUTE CARE,OPEN,USA,40.65484188,-73.94422785,,,,,,,,,,,,,,,,,,
NEW YORK-PRESBYTERIAN/LOWER MANHATTAN HOSPITAL,170 WILLIAM STREET,NEW YORK,NY,10038,GENERAL ACUTE CARE,OPEN,USA,40.71051679,-74.00529783,,,,,,,,,,,,,,,,,,
NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,GENERAL ACUTE CARE,OPEN,USA,40.7420469,-73.97392933,,,,,,,,,,,,,,,,,,
NYULMC - COBBLE HILL,83 AMITY STREET,BROOKLYN,NY,11201,GENERAL ACUTE CARE,CLOSED,USA,40.68987342,-73.99776571,,,,,,,,,,,,,,,,,,
URMC STRONG WEST,156 WEST AVENUE,BROCKPORT,NY,14420,GENERAL ACUTE CARE,OPEN,USA,43.22161178,-77.94457511,,,,,,,,,,,,,,,,,,
SJRH - ST JOHNS DIVISION,967 NORTH BROADWAY,YONKERS,NY,10701,GENERAL ACUTE CARE,OPEN,USA,40.96891353,-73.88614692,,,,,,,,,,,,,,,,,,
WINIFRED MASTERSON BURKE REHABILITATION HOSPITAL,785 MAMARONECK AVENUE,WHITE PLAINS,NY,10605,REHABILITATION,OPEN,USA,41.01680868,-73.7515055,,,,,,,,,,,,,,,,,,
ST JAMES MERCY HOSPITAL - MERCYCARE,1 BETHESDA DRIVE,NORTH HORNELL,NY,14843,GENERAL ACUTE CARE,CLOSED,USA,42.34748774,-77.66309791,,,,,,,,,,,,,,,,,,
ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,GENERAL ACUTE CARE,OPEN,USA,40.92925602,-73.89769468,,,,,,,,,,,,,,,,,,
WOMEN AND CHILDREN'S HOSPITAL OF BUFFALO,219 BRYANT STREET,BUFFALO,NY,14222,CHILDREN,OPEN,USA,42.90920851,-78.87520901,,,,,,,,,,,,,,,,,,
STATEN ISLAND UNIV HOSP-CONCORD DIV,1050 TARGEE STREET,STATEN ISLAND,NY,10304,GENERAL ACUTE CARE,CLOSED,USA,40.60306403,-74.09182025,,,,,,,,,,,,,,,,,,
WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,11501,GENERAL ACUTE CARE,OPEN,USA,40.74069748,-73.6430084,,,,,,,,,,,,,,,,,,
WOMANS CHRISTIAN ASSOC HOSPITAL - WCA HOSP AT JONES MEMORIAL HEALTH CENTER,51 GLASGOW AVENUE,JAMESTOWN,NY,14701,PSYCHIATRIC,OPEN,USA,42.09116724,-79.24536584,,,,,,,,,,,,,,,,,,
ADIRONDACK MEDICAL CENTER-LAKE PLACID SITE,CHURCH STREET,LAKE PLACID,NY,12946,GENERAL ACUTE CARE,CLOSED,USA,44.26724503,-73.98186928,,,,,,,,,,,,,,,,,,
MARY IMOGENE BASSETT HOSPITAL,ONE ATWELL ROAD,COOPERSTOWN,NY,13326,GENERAL ACUTE CARE,OPEN,USA,42.69525514,-74.92295557,,,,,,,,,,,,,,,,,,
CORNING HOSPITAL,1 GUTHRIE DRIVE,CORNING,NY,14830,GENERAL ACUTE CARE,OPEN,USA,42.13535079,-76.96951777,,,,,,,,,,,,,,,,,,
MOUNT SINAI BETH ISRAEL,FIRST AVE AT 16TH STREET,NEW YORK,NY,10003,GENERAL ACUTE CARE,OPEN,USA,40.73310481,-73.98177078,,,,,,,,,,,,,,,,,,
SJRH - PARK CARE PAVILION,2 PARK AVENUE,YONKERS,NY,10703,PSYCHIATRIC,OPEN,USA,40.94038607,-73.89165239,,,,,,,,,,,,,,,,,,
TLC HEALTH NETWORK LAKE SHORE HOSPITAL,845 ROUTES 5&20,IRVING,NY,14081,GENERAL ACUTE CARE,OPEN,USA,42.55848862,-79.12583875,,,,,,,,,,,,,,,,,,
ST JOSEPHS HOSPITAL,555 ST. JOSEPH'S BOULEVARD,ELMIRA,NY,14901,GENERAL ACUTE CARE,OPEN,USA,42.09195035,-76.7984345,,,,,,,,,,,,,,,,,,
KELLER ARMY COMMUNITY HOSPITAL,900 WASHINGTON RD,WEST POINT,NY,10996,MILITARY,OPEN,USA,41.40187124,-73.97713704,,,,,,,,,,,,,,,,,,
VA MEDICAL CENTER - BATAVIA,222 RICHMOND AVE,BATAVIA,NY,14020,MILITARY,OPEN,USA,43.0133403,-78.19787395,,,,,,,,,,,,,,,,,,
VA MEDICAL CENTER - ALBANY STRATTON,113 HOLLAND AVE,ALBANY,NY,12208,MILITARY,OPEN,USA,42.65080818,-73.7719446,,,,,,,,,,,,,,,,,,
VA MEDICAL CENTER - BATH,76 VETERANS AVE,BATH,NY,14810,MILITARY,OPEN,USA,42.34405241,-77.34750919,,,,,,,,,,,,,,,,,,
VA MEDICAL CENTER - BUFFALO,3495 BAILEY AVE,BUFFALO,NY,14215,MILITARY,OPEN,USA,42.95109263,-78.81215039,,,,,,,,,,,,,,,,,,
VA MEDICAL CENTER - CANANDAIGUA,400 FORT HILL AVE,CANANDAIGUA,NY,14424,MILITARY,OPEN,USA,42.90123744,-77.26963606,,,,,,,,,,,,,,,,,,
VA MEDICAL CENTER - CASTLE POINT CAMPUS,100 NEW YORK,CASTLE POINT,NY,12511,MILITARY,OPEN,USA,41.54362128,-73.96337745,,,,,,,,,,,,,,,,,,
VA MEDICAL CENTER - MONTROSE CAMPUS,2094 ALBANY POST RD,MONTROSE,NY,10548,MILITARY,OPEN,USA,41.23701881,-73.92928204,,,,,,,,,,,,,,,,,,
JAMES J. PETERS VA MEDICAL CENTER,130 W KINGSBRIDGE RD,BRONX,NY,10468,MILITARY,OPEN,USA,40.86734866,-73.90638209,,,,,,,,,,,,,,,,,,
VA MEDICAL CENTER - MANHATTAN CAMPUS,423 E 23RD ST,NEW YORK,NY,10010,MILITARY,OPEN,USA,40.73688147,-73.97707927,,,,,,,,,,,,,,,,,,
VA MEDICAL CENTER - NORTHPORT,79 MIDDLEVILLE RD,NORTHPORT,NY,11768,MILITARY,OPEN,USA,40.89367574,-73.30869305,,,,,,,,,,,,,,,,,,
VA MEDICAL CENTER - SYRACUSE,800 IRVING AVE,SYRACUSE,NY,13210,MILITARY,OPEN,USA,43.0388312,-76.13895418,,,,,,,,,,,,,,,,,,
VA MEDICAL CENTER - BROOKLYN CAMPUS,800 POLY PL,BROOKLYN,NY,11209,MILITARY,OPEN,USA,40.60792285,-74.02418643,,,,,,,,,,,,,,,,,,
ST. ALBANS COMMUNITY LIVING CENTER,179-00 LINDEN BLVD,JAMAICA,NY,11425,MILITARY,OPEN,USA,40.69064667,-73.76867577,,,,,,,,,,,,,,,,,,
MALLARD FILLMORE GATES,3 GATES CIRCLE,BUFFALO,NY,14222,GENERAL ACUTE CARE,CLOSED,USA,42.91923203,-78.8671111,,,,,,,,,,,,,,,,,,
CAPITAL DISTRICT PSYCHIATRIC CENTER,75 NEW SCOTLAND AVE,ALBANY,NY,12208,PSYCHIATRIC,OPEN,USA,42.65449071,-73.78020285,,,,,,,,,,,,,,,,,,
ST JOHN'S EPISCOPAL HOSPITAL SOUTH SHORE,700 HICKSVILLE RD,BETHPAGE,NY,11714,GENERAL ACUTE CARE,OPEN,USA,40.74381418,-73.49679139,,,,,,,,,,,,,,,,,,
"BRUNSWICK HOSPITAL CENTER, INC",81 LOUDEN AVENUE,AMITYVILLE,NY,11701,PSYCHIATRIC,OPEN,USA,40.68523661,-73.42114535,,,,,,,,,,,,,,,,,,
BRYLIN HOSPITAL,1263 DELAWARE AVE,BUFFALO,NY,14209,PSYCHIATRIC,OPEN,USA,42.91841783,-78.86800239,,,,,,,,,,,,,,,,,,
CAPE REGIONAL MEDICAL CENTER,2 STONE HARBOR BOULEVARD,CAPE MAY COURT HOUSE,NJ,8210,GENERAL ACUTE CARE,OPEN,USA,39.08761376,-74.81717152,,,,,,,,,,,,,,,,,,
THE LONG ISLAND HOME,400 SUNRISE HIGHWAY VALENTINE HALL,AMITYVILLE,NY,11701,PSYCHIATRIC,OPEN,USA,40.68576604,-73.42263251,,,,,,,,,,,,,,,,,,
FOUR WINDS HOSPITAL WESTCHESTER,800 CROSS RIVER ROAD,KATONAH,NY,10536,PSYCHIATRIC,OPEN,USA,41.26639132,-73.62071751,,,,,,,,,,,,,,,,,,
FOUR WINDS HOSPITAL SARATOGA,30 CRESCENT AVENUE,SARATOGA SPRINGS,NY,12866,PSYCHIATRIC,OPEN,USA,43.05813047,-73.78539606,,,,,,,,,,,,,,,,,,
METHODIST HOSPITAL,1305 N ELM STREET,HENDERSON,KY,42420,GENERAL ACUTE CARE,OPEN,USA,37.85497461,-87.58319902,,,,,,,,,,,,,,,,,,
CROSSROADS COMMUNITY HOSPITAL,8 DOCTORS PARK ROAD,MOUNT VERNON,IL,62864,GENERAL ACUTE CARE,OPEN,USA,38.31164516,-88.93688084,,,,,,,,,,,,,,,,,,
JERSEY COMMUNITY HOSPITAL,400 MAPLE SUMMIT ROAD,JERSEYVILLE,IL,62052,GENERAL ACUTE CARE,OPEN,USA,39.11054067,-90.34288716,,,,,,,,,,,,,,,,,,
MIDWEST MEDICAL CENTER,ONE MEDICAL CENTER DRIVE,GALENA,IL,61036,CRITICAL ACCESS,OPEN,USA,42.44917757,-90.4577401,,,,,,,,,,,,,,,,,,
COPLEY MEMORIAL HOSPITAL,2000 OGDEN AVENUE,AURORA,IL,60504,GENERAL ACUTE CARE,OPEN,USA,41.72900718,-88.27061598,,,,,,,,,,,,,,,,,,
DELNOR COMMUNITY HOSPITAL,300 RANDALL RD,GENEVA,IL,60134,GENERAL ACUTE CARE,OPEN,USA,41.88661497,-88.34345036,,,,,,,,,,,,,,,,,,
PRESENCE MERCY MEDICAL CENTER,1325 N HIGHLAND AVENUE,AURORA,IL,60506,GENERAL ACUTE CARE,OPEN,USA,41.78580955,-88.32576904,,,,,,,,,,,,,,,,,,
GOOD SAMARITAN REGIONAL HLTH CENTER,605 N 12TH STREET,MOUNT VERNON,IL,62864,GENERAL ACUTE CARE,CLOSED,USA,38.3223146,-88.91029407,,,,,,,,,,,,,,,,,,
WAYNE COUNTY HOSPITAL,166 HOSPITAL STREET,MONTICELLO,KY,42633,GENERAL ACUTE CARE,OPEN,USA,36.81986477,-84.86689261,,,,,,,,,,,,,,,,,,
BAPTIST REGIONAL MEDICAL CENTER,1 TRILLIUM WAY,CORBIN,KY,40701,GENERAL ACUTE CARE,OPEN,USA,36.9228222,-84.11972991,,,,,,,,,,,,,,,,,,
BLUEGRASS COMMUNITY HOSPITAL,360 AMSDEN AVE.,VERSAILLES,KY,40383,GENERAL ACUTE CARE,OPEN,USA,38.05476569,-84.72378834,,,,,,,,,,,,,,,,,,
BARBOURVILLE ARH HOSPITAL,80 HOSPITAL DRIVE,BARBOURVILLE,KY,40906,CRITICAL ACCESS,OPEN,USA,36.85105102,-83.87016565,,,,,,,,,,,,,,,,,,
SAINT JOSEPH HOSPITAL LONDON,1001 SAINT JOSEPH LANE,LONDON,KY,40741,GENERAL ACUTE CARE,OPEN,USA,37.11771211,-84.10900237,,,,,,,,,,,,,,,,,,
THREE RIVERS MEDICAL CENTER,2485 HWY 644,LOUISA,KY,41230,GENERAL ACUTE CARE,OPEN,USA,38.09248664,-82.6044083,,,,,,,,,,,,,,,,,,
GIBSON COMMUNITY HOSPITAL,1120 N MELVIN STREET,GIBSON CITY,IL,60936,CRITICAL ACCESS,OPEN,USA,40.47836698,-88.37026499,,,,,,,,,,,,,,,,,,
GRAHAM HOSPITAL ASSOCIATION,210 WEST WALNUT STREET,CANTON,IL,61520,GENERAL ACUTE CARE,OPEN,USA,40.55266909,-90.03882997,,,,,,,,,,,,,,,,,,
CLIFTON T PERKINS HOSPITAL CENTER,8450 DORSEY RUN ROAD,JESSUP,MD,20794,PSYCHIATRIC,OPEN,USA,39.13984869,-76.7953656,,,,,,,,,,,,,,,,,,
HOWARD COUNTY GENERAL HOSPITAL,5755 CEDAR LANE,COLUMBIA,MD,21044,GENERAL ACUTE CARE,OPEN,USA,39.21435984,-76.88586971,,,,,,,,,,,,,,,,,,
SHEPPARD PRATT AT ELLICOTT CITY,4100 COLLEGE AVENUE,ELLICOTT CITY,MD,21041,GENERAL ACUTE CARE,OPEN,USA,39.25569234,-76.79311804,,,,,,,,,,,,,,,,,,
GARRETT COUNTY MEMORIAL HOSPITAL,251 N FOURTH ST,OAKLAND,MD,21550,GENERAL ACUTE CARE,OPEN,USA,39.41344074,-79.40097852,,,,,,,,,,,,,,,,,,
BIG BEND REGIONAL MEDICAL CENTER,2600 HIGHWAY 118 NORTH,ALPINE,TX,79830,CRITICAL ACCESS,OPEN,USA,30.38394439,-103.6704807,,,,,,,,,,,,,,,,,,
WINNIE COMMUNITY HOSPITAL,538 BROADWAY,WINNIE,TX,77665,CRITICAL ACCESS,OPEN,USA,29.81969711,-94.37646869,,,,,,,,,,,,,,,,,,
UNIVERSITY OF MD SHORE MEDICAL CTR AT CHESTERTOWN,100 BROWN ST,CHESTERTOWN,MD,21620,GENERAL ACUTE CARE,OPEN,USA,39.21747943,-76.06493932,,,,,,,,,,,,,,,,,,
BALLINGER MEMORIAL HOSPITAL,608 AVENUE B,BALLINGER,TX,76821,CRITICAL ACCESS,OPEN,USA,31.74997292,-99.96290978,,,,,,,,,,,,,,,,,,
TMC BONHAM HOSPITAL,504 LIPSCOMB BOULEVARD,BONHAM,TX,75418,CRITICAL ACCESS,OPEN,USA,33.57832798,-96.16664583,,,,,,,,,,,,,,,,,,
HEART OF TEXAS MEMORIAL HOSPITAL,2008 NINE RD,BRADY,TX,76825,CRITICAL ACCESS,OPEN,USA,31.1176885,-99.34685361,,,,,,,,,,,,,,,,,,
CHI ST. JOSEPH HEALTH BURLESON HOSPITAL,1101 WOODSON DRIVE,CALDWELL,TX,77836,CRITICAL ACCESS,OPEN,USA,30.52023043,-96.71628683,,,,,,,,,,,,,,,,,,
CHILLICOTHE HOSPITAL,303 AVE I,CHILLICOTHE,TX,79225,CRITICAL ACCESS,OPEN,USA,34.25475226,-99.51579603,,,,,,,,,,,,,,,,,,
GOODALL-WITCHER HOSPITAL,101 POSEY AVENUE,CLIFTON,TX,76634,CRITICAL ACCESS,OPEN,USA,31.77685263,-97.58892556,,,,,,,,,,,,,,,,,,
MITCHELL COUNTY HOSPITAL,997 WEST INTERSTATE 20,COLORADO CITY,TX,79512,CRITICAL ACCESS,OPEN,USA,32.40643731,-100.8759346,,,,,,,,,,,,,,,,,,
CRANE MEMORIAL HOSPITAL,1310 SOUTH ALFORD STREET,CRANE,TX,79322,CRITICAL ACCESS,OPEN,USA,31.38955285,-102.3499056,,,,,,,,,,,,,,,,,,
CROSBYTON CLINIC HOSPITAL,710 WEST MAIN STREET,CROSBYTON,TX,77429,CRITICAL ACCESS,OPEN,USA,33.66061882,-101.2461024,,,,,,,,,,,,,,,,,,
YOAKUM COUNTY HOSPITAL,412 MUSTANG DRIVE,DENVER CITY,TX,79323,CRITICAL ACCESS,OPEN,USA,32.96857601,-102.8358621,,,,,,,,,,,,,,,,,,
RICE MEDICAL CENTER,600 AUSTIN ROAD,EAGLE LAKE,TX,77434,CRITICAL ACCESS,OPEN,USA,29.58775858,-96.3452847,,,,,,,,,,,,,,,,,,
CONCHO COUNTY HOSPITAL,EAKER STREET,EDEN,TX,76837,CRITICAL ACCESS,OPEN,USA,31.22129266,-99.84811412,,,,,,,,,,,,,,,,,,
JACKSON COUNTY HOSPITAL,1013 SOUTH WELLS STREET,EDNA,TX,77957,CRITICAL ACCESS,OPEN,USA,28.96910475,-96.63588688,,,,,,,,,,,,,,,,,,
SCHLEICHER COUNTY MEDICAL CENTER,400 MURCHISON AVENUE,ELDORADO,TX,76936,CRITICAL ACCESS,OPEN,USA,30.86300194,-100.6029941,,,,,,,,,,,,,,,,,,
ELECTRA MEMORIAL HOSPITAL,1207 S. BAILEY STREET,ELECTRA,TX,76360,CRITICAL ACCESS,OPEN,USA,34.01802681,-98.92489812,,,,,,,,,,,,,,,,,,
PARMER MEDICAL CENTER,1307 CLEVELAND STREET,FRIONA,TX,79035,CRITICAL ACCESS,OPEN,USA,34.64427416,-102.7218242,,,,,,,,,,,,,,,,,,
CORYELL MEMORIAL HOSPITAL,1507 WEST MAIN STREET,GATESVILLE,TX,76528,CRITICAL ACCESS,OPEN,USA,31.43513711,-97.77919934,,,,,,,,,,,,,,,,,,
JEWISH HOSPITAL SHELBYVILLE,727 HOSPITAL DRIVE,SHELBYVILLE,KY,40065,GENERAL ACUTE CARE,OPEN,USA,38.20902771,-85.23592218,,,,,,,,,,,,,,,,,,
THE MEDICAL CENTER AT FRANKLIN,1100 BROOKHAVEN ROAD,FRANKLIN,KY,42134,GENERAL ACUTE CARE,OPEN,USA,36.70001758,-86.57682839,,,,,,,,,,,,,,,,,,
TAYLOR REGIONAL HOSPITAL,1700 OLD LEBANON ROAD,CAMPBELLSVILLE,KY,42718,GENERAL ACUTE CARE,OPEN,USA,37.36635176,-85.33810656,,,,,,,,,,,,,,,,,,
HAMLIN MEMORIAL HOSPITAL,632 NORTHWEST SECOND STREET,HARLINGEN,TX,79520,CRITICAL ACCESS,OPEN,USA,32.88589548,-100.13516,,,,,,,,,,,,,,,,,,
HASKELL MEMORIAL HOSPITAL,NORTH 1ST STREET,HASKELL,TX,79521,CRITICAL ACCESS,OPEN,USA,33.15736151,-99.74468102,,,,,,,,,,,,,,,,,,
SABINE COUNTY HOSPITAL,2301 WORTH ST,HEMPHILL,TX,75948,CRITICAL ACCESS,OPEN,USA,31.33380873,-93.86296451,,,,,,,,,,,,,,,,,,
CLAY COUNTY MEMORIAL HOSPITAL,310 WEST SOUTH STREET,HENRIETTA,TX,76365,CRITICAL ACCESS,OPEN,USA,33.81437269,-98.19848415,,,,,,,,,,,,,,,,,,
CHRISTUS MOTHER FRANCES HOSPITAL JACKSONVILLE,2026 SOUTH JACKSON,JACKSONVILLE,TX,75766,CRITICAL ACCESS,OPEN,USA,31.93852592,-95.24777436,,,,,,,,,,,,,,,,,,
OTTO KAISER MEMORIAL HOSPITAL,3349 SOUTH HIGHWAY 181,KENEDY,TX,78119,CRITICAL ACCESS,OPEN,USA,28.8506567,-97.87825546,,,,,,,,,,,,,,,,,,
WINKLER COUNTY MEMORIAL HOSPITAL,821 JEFFEE DRIVE,KERMIT,TX,79745,CRITICAL ACCESS,OPEN,USA,31.84959206,-103.0905626,,,,,,,,,,,,,,,,,,
KNOX COUNTY HOSPITAL,701 S E 5TH STREET,KNOX CITY,TX,79529,CRITICAL ACCESS,OPEN,USA,33.41380466,-99.81155305,,,,,,,,,,,,,,,,,,
ROLLINS BROOK COMMUNITY HOSPITAL,608 NORTH KEY AVENUE,LAMPASAS,TX,76550,CRITICAL ACCESS,OPEN,USA,31.0721863,-98.1862254,,,,,,,,,,,,,,,,,,
LIBERTY-DAYTON REGIONAL MEDICAL CENTER,1353 NORTH TRAVIS STREET,LIBERTY,TX,77575,CRITICAL ACCESS,OPEN,USA,30.06882337,-94.79849135,,,,,,,,,,,,,,,,,,
W.J. MANGOLD MEMORIAL HOSPITAL,320 NORTH MAIN STREET,LOCKNEY,TX,79241,CRITICAL ACCESS,OPEN,USA,34.12707748,-101.4412453,,,,,,,,,,,,,,,,,,
SETON EDGAR B DAVIS HOSPITAL,130 HAYS STREET,LULING,TX,78648,CRITICAL ACCESS,OPEN,USA,29.67317456,-97.65449953,,,,,,,,,,,,,,,,,,
COCHRAN MEMORIAL HOSPITAL,201 EAST GRANT AVENUE,MORTON,TX,79346,CRITICAL ACCESS,OPEN,USA,33.71973751,-102.7575223,,,,,,,,,,,,,,,,,,
FREDERICK MEMORIAL HOSPITAL,400 WEST SEVENTH ST,FREDERICK,MD,21701,GENERAL ACUTE CARE,OPEN,USA,39.42265668,-77.41466111,,,,,,,,,,,,,,,,,,
